"area","date","dwellings","ann.change"
"Wellington",2020-05-31,206560,0.0130704529292038
"West Coast",2020-05-31,17080,0.00695672680108483
"Auckland",2020-06-30,565895,0.0243407524328081
"Bay of Plenty",2020-06-30,130693,0.0154540651417205
"Canterbury",2020-06-30,261475,0.0173293232848677
"Gisborne",2020-06-30,18638,0.00479810232357547
"Hawke's Bay",2020-06-30,67459,0.00895901884534855
"Manawatu-Whanganui",2020-06-30,104394,0.0111092816256162
"Marlborough",2020-06-30,23620,0.0101355685754607
"Nelson",2020-06-30,21852,0.0156162855549358
"Northland",2020-06-30,82008,0.0139340512604937
"Otago",2020-06-30,105725,0.0202456888648712
"Southland",2020-06-30,44424,0.00629728627735249
"Taranaki",2020-06-30,50570,0.0093207991537434
"Tasman",2020-06-30,23868,0.0161784741144415
"Waikato",2020-06-30,203582,0.0193983215494622
"Wellington",2020-06-30,206838,0.0125666394152866
"West Coast",2020-06-30,17090,0.00671536286522145
"Auckland",2020-07-31,567288,0.0246421443343658
"Bay of Plenty",2020-07-31,130889,0.01599807495265
"Canterbury",2020-07-31,261862,0.0177381868494897
"Gisborne",2020-07-31,18648,0.00506629298264527
"Hawke's Bay",2020-07-31,67539,0.00935543167994268
"Manawatu-Whanganui",2020-07-31,104467,0.0108861837394283
"Marlborough",2020-07-31,23638,0.0103436484869208
"Nelson",2020-07-31,21889,0.016816091420077
"Northland",2020-07-31,82134,0.0144759269780885
"Otago",2020-07-31,105899,0.019553664266184
"Southland",2020-07-31,44480,0.0068359817103536
"Taranaki",2020-07-31,50626,0.00981369928591369
"Tasman",2020-07-31,23919,0.0172237815769329
"Waikato",2020-07-31,203959,0.0198510918100496
"Wellington",2020-07-31,207060,0.0128848580904581
"West Coast",2020-07-31,17102,0.0069477154969384
"Auckland",2020-08-31,568636,0.0247743242342162
"Bay of Plenty",2020-08-31,131059,0.0157092814185629
"Canterbury",2020-08-31,262321,0.0181213419651312
"Gisborne",2020-08-31,18656,0.00506410947096225
"Hawke's Bay",2020-08-31,67601,0.00943720228762568
"Manawatu-Whanganui",2020-08-31,104565,0.0107293025953312
"Marlborough",2020-08-31,23647,0.00977880263045527
"Nelson",2020-08-31,21906,0.0168500208884557
"Northland",2020-08-31,82245,0.0147064266590995
"Otago",2020-08-31,106049,0.0194078631164087
"Southland",2020-08-31,44502,0.00696927184685703
"Taranaki",2020-08-31,50668,0.00984573683581136
"Tasman",2020-08-31,23970,0.018483110261313
"Waikato",2020-08-31,204293,0.0195533374922021
"Wellington",2020-08-31,207277,0.0129800949071699
"West Coast",2020-08-31,17113,0.00706173130112409
"Auckland",2020-09-30,569732,0.0252362751660944
"Bay of Plenty",2020-09-30,131264,0.015888740122745
"Canterbury",2020-09-30,262745,0.0180797352748576
"Gisborne",2020-09-30,18664,0.00495369373250054
"Hawke's Bay",2020-09-30,67654,0.00955024323275744
"Manawatu-Whanganui",2020-09-30,104670,0.0112164159638293
"Marlborough",2020-09-30,23671,0.00998421299654395
"Nelson",2020-09-30,21921,0.014908097597111
"Northland",2020-09-30,82311,0.014569389490811
"Otago",2020-09-30,106343,0.0208111351091913
"Southland",2020-09-30,44537,0.0072370355293212
"Taranaki",2020-09-30,50721,0.0101772555267874
"Tasman",2020-09-30,24012,0.0191418021306395
"Waikato",2020-09-30,204720,0.0200451426777679
"Wellington",2020-09-30,207608,0.0136762903611694
"West Coast",2020-09-30,17130,0.00746927012880083
"Auckland",2020-10-31,571036,0.0256780543880446
"Bay of Plenty",2020-10-31,131453,0.0160539821914421
"Canterbury",2020-10-31,263168,0.0181840692077937
"Gisborne",2020-10-31,18674,0.00522151046993602
"Hawke's Bay",2020-10-31,67712,0.00946673226292161
"Manawatu-Whanganui",2020-10-31,104777,0.0111657981084732
"Marlborough",2020-10-31,23690,0.0100191856746963
"Nelson",2020-10-31,21952,0.0142771334842675
"Northland",2020-10-31,82400,0.0144285221844684
"Otago",2020-10-31,106534,0.020802391652214
"Southland",2020-10-31,44573,0.00739049857614238
"Taranaki",2020-10-31,50770,0.0105493630573248
"Tasman",2020-10-31,24061,0.0194475044487756
"Waikato",2020-10-31,205108,0.0201789595674728
"Wellington",2020-10-31,207909,0.0141061472951023
"West Coast",2020-10-31,17143,0.00740436034553671
"Auckland",2020-11-30,572109,0.0255367357218528
"Bay of Plenty",2020-11-30,131596,0.0159970352984775
"Canterbury",2020-11-30,263641,0.0184261659282037
"Gisborne",2020-11-30,18677,0.00500430477830394
"Hawke's Bay",2020-11-30,67800,0.00989037178265018
"Manawatu-Whanganui",2020-11-30,104913,0.0114338600364419
"Marlborough",2020-11-30,23720,0.0105657805044308
"Nelson",2020-11-30,21961,0.0133819389968159
"Northland",2020-11-30,82496,0.0140124883229265
"Otago",2020-11-30,106704,0.020680683361711
"Southland",2020-11-30,44616,0.00761083131958706
"Taranaki",2020-11-30,50815,0.0106002147885924
"Tasman",2020-11-30,24101,0.0204072992082645
"Waikato",2020-11-30,205487,0.0200599664426198
"Wellington",2020-11-30,208255,0.0143985114394127
"West Coast",2020-11-30,17157,0.00775330396475771
"Auckland",2020-12-31,573284,0.0259895984336802
"Bay of Plenty",2020-12-31,131734,0.0160740455071346
"Canterbury",2020-12-31,263997,0.018393003869166
"Gisborne",2020-12-31,18686,0.00521813976007324
"Hawke's Bay",2020-12-31,67850,0.0102438879128079
"Manawatu-Whanganui",2020-12-31,104969,0.0108919663321714
"Marlborough",2020-12-31,23751,0.0111541572651028
"Nelson",2020-12-31,21977,0.0138863258903856
"Northland",2020-12-31,82547,0.0136426150596787
"Otago",2020-12-31,106875,0.021017434917602
"Southland",2020-12-31,44647,0.00796947667855696
"Taranaki",2020-12-31,50870,0.0108296075509191
"Tasman",2020-12-31,24139,0.0203745191698017
"Waikato",2020-12-31,205806,0.0203974376772504
"Wellington",2020-12-31,208564,0.0151520313846123
"West Coast",2020-12-31,17170,0.00780653870986669
"Auckland",2021-01-31,574195,0.0256357585966065
"Bay of Plenty",2021-01-31,131875,0.0154072408642223
"Canterbury",2021-01-31,264418,0.0189086397108407
"Gisborne",2021-01-31,18692,0.00521645603656906
"Hawke's Bay",2021-01-31,67933,0.0110732411555463
"Manawatu-Whanganui",2021-01-31,105058,0.0109312753796116
"Marlborough",2021-01-31,23771,0.0110586533962826
"Nelson",2021-01-31,22031,0.0161431668280982
"Northland",2021-01-31,82587,0.0130763852258926
"Otago",2021-01-31,107007,0.0211371097030308
"Southland",2021-01-31,44672,0.00819246654178607
"Taranaki",2021-01-31,50920,0.0112404178416809
"Tasman",2021-01-31,24168,0.0202203554392335
"Waikato",2021-01-31,206039,0.0204143286597958
"Wellington",2021-01-31,208758,0.0153747379582387
"West Coast",2021-01-31,17181,0.00815631968078856
"Auckland",2021-02-28,575375,0.0253680008554016
"Bay of Plenty",2021-02-28,132067,0.0157593563968066
"Canterbury",2021-02-28,264824,0.0188908639011365
"Gisborne",2021-02-28,18695,0.00494543890770305
"Hawke's Bay",2021-02-28,68054,0.0123317218296766
"Manawatu-Whanganui",2021-02-28,105174,0.0109579560528288
"Marlborough",2021-02-28,23784,0.0109236196710163
"Nelson",2021-02-28,22054,0.0168756916267061
"Northland",2021-02-28,82678,0.0130493916410377
"Otago",2021-02-28,107197,0.0213907310008385
"Southland",2021-02-28,44699,0.00846042775922751
"Taranaki",2021-02-28,50999,0.012045562787744
"Tasman",2021-02-28,24201,0.0201922266250738
"Waikato",2021-02-28,206375,0.020390504867714
"Wellington",2021-02-28,209073,0.0156718339349129
"West Coast",2021-02-28,17193,0.00838709677419347
"Auckland",2021-03-31,576513,0.0254534394160117
"Bay of Plenty",2021-03-31,132208,0.0156798574139374
"Canterbury",2021-03-31,265242,0.0187900902631073
"Gisborne",2021-03-31,18700,0.00472813238770686
"Hawke's Bay",2021-03-31,68095,0.0120834695758152
"Manawatu-Whanganui",2021-03-31,105263,0.0109680083748716
"Marlborough",2021-03-31,23807,0.0107412753672413
"Nelson",2021-03-31,22071,0.0127563896664067
"Northland",2021-03-31,82746,0.0127905411194478
"Otago",2021-03-31,107421,0.0203556298561902
"Southland",2021-03-31,44733,0.00884057644166791
"Taranaki",2021-03-31,51062,0.0126928721589783
"Tasman",2021-03-31,24216,0.0192777169795437
"Waikato",2021-03-31,206678,0.020037706422924
"Wellington",2021-03-31,209265,0.0154995123040118
"West Coast",2021-03-31,17199,0.00808862317566383
"Auckland",2021-04-30,577369,0.0251525648833546
"Bay of Plenty",2021-04-30,132290,0.0149998081865961
"Canterbury",2021-04-30,265599,0.018713562442467
"Gisborne",2021-04-30,18710,0.00467164259249309
"Hawke's Bay",2021-04-30,68157,0.0122527178756016
"Manawatu-Whanganui",2021-04-30,105336,0.0108924098617096
"Marlborough",2021-04-30,23818,0.0102646759416356
"Nelson",2021-04-30,22084,0.0127487847381456
"Northland",2021-04-30,82800,0.0124353471992957
"Otago",2021-04-30,107560,0.0203965468171901
"Southland",2021-04-30,44747,0.00849673202614376
"Taranaki",2021-04-30,51078,0.012026708406808
"Tasman",2021-04-30,24246,0.0194248234106962
"Waikato",2021-04-30,206923,0.0201140783758869
"Wellington",2021-04-30,209363,0.0148965049202578
"West Coast",2021-04-30,17205,0.00790861159929701
"Auckland",2021-05-31,578679,0.0245896269593531
"Bay of Plenty",2021-05-31,132464,0.0147931940582076
"Canterbury",2021-05-31,266198,0.0194548058732067
"Gisborne",2021-05-31,18721,0.00488459473966718
"Hawke's Bay",2021-05-31,68240,0.012297696221685
"Manawatu-Whanganui",2021-05-31,105479,0.0111197384944257
"Marlborough",2021-05-31,23835,0.0099148341171984
"Nelson",2021-05-31,22091,0.0119096697356968
"Northland",2021-05-31,82890,0.0119025819446987
"Otago",2021-05-31,107738,0.020400818305804
"Southland",2021-05-31,44767,0.00842475165003487
"Taranaki",2021-05-31,51148,0.012490844666152
"Tasman",2021-05-31,24278,0.0194843369446545
"Waikato",2021-05-31,207253,0.0195545017168606
"Wellington",2021-05-31,209677,0.0150900464756003
"West Coast",2021-05-31,17213,0.00778688524590154
"Auckland",2021-06-30,580059,0.0250293782415465
"Bay of Plenty",2021-06-30,132654,0.0150046291691215
"Canterbury",2021-06-30,266659,0.0198259871880677
"Gisborne",2021-06-30,18726,0.00472153664556285
"Hawke's Bay",2021-06-30,68322,0.0127929557212529
"Manawatu-Whanganui",2021-06-30,105662,0.0121462919324866
"Marlborough",2021-06-30,23861,0.0102032176121931
"Nelson",2021-06-30,22107,0.0116694124107632
"Northland",2021-06-30,82941,0.0113769388352356
"Otago",2021-06-30,107889,0.0204681957909671
"Southland",2021-06-30,44789,0.00821627948856474
"Taranaki",2021-06-30,51212,0.0126952738777932
"Tasman",2021-06-30,24341,0.0198173286408581
"Waikato",2021-06-30,207639,0.0199280879449066
"Wellington",2021-06-30,209906,0.0148328643672826
"West Coast",2021-06-30,17219,0.00754827384435353
"Auckland",2021-07-31,581562,0.0251618225663155
"Bay of Plenty",2021-07-31,132849,0.0149745203951439
"Canterbury",2021-07-31,267008,0.0196515722021522
"Gisborne",2021-07-31,18733,0.00455812955812962
"Hawke's Bay",2021-07-31,68424,0.0131035401767867
"Manawatu-Whanganui",2021-07-31,105751,0.0122909626963539
"Marlborough",2021-07-31,23886,0.0104915813520603
"Nelson",2021-07-31,22127,0.0108730412535978
"Northland",2021-07-31,83039,0.0110185793946478
"Otago",2021-07-31,108069,0.0204912227688647
"Southland",2021-07-31,44833,0.0079361510791367
"Taranaki",2021-07-31,51256,0.0124441986331134
"Tasman",2021-07-31,24420,0.0209456917095197
"Waikato",2021-07-31,207960,0.0196166876676194
"Wellington",2021-07-31,210081,0.0145899739206028
"West Coast",2021-07-31,17226,0.00725061396327908
"Auckland",2021-08-31,582895,0.0250757954121794
"Bay of Plenty",2021-08-31,133016,0.0149322061056472
"Canterbury",2021-08-31,267399,0.0193579621913609
"Gisborne",2021-08-31,18742,0.00460977701543741
"Hawke's Bay",2021-08-31,68505,0.01337258324581
"Manawatu-Whanganui",2021-08-31,105848,0.0122698799789605
"Marlborough",2021-08-31,23896,0.0105298769399924
"Nelson",2021-08-31,22143,0.0108189537113119
"Northland",2021-08-31,83130,0.0107605325551705
"Otago",2021-08-31,108195,0.0202359286744807
"Southland",2021-08-31,44858,0.00799964046559709
"Taranaki",2021-08-31,51307,0.0126115102234152
"Tasman",2021-08-31,24467,0.0207342511472675
"Waikato",2021-08-31,208265,0.0194426632336888
"Wellington",2021-08-31,210336,0.0147580291108034
"West Coast",2021-08-31,17236,0.00718751826097108
"Auckland",2021-09-30,584557,0.0260210063679063
"Bay of Plenty",2021-09-30,133191,0.014680338859093
"Canterbury",2021-09-30,267791,0.0192049325391539
"Gisborne",2021-09-30,18747,0.00444706386626659
"Hawke's Bay",2021-09-30,68632,0.0144559080024833
"Manawatu-Whanganui",2021-09-30,105922,0.011961402503105
"Marlborough",2021-09-30,23918,0.0104347091377635
"Nelson",2021-09-30,22163,0.0110396423520824
"Northland",2021-09-30,83224,0.0110920776080961
"Otago",2021-09-30,108311,0.0185061546129035
"Southland",2021-09-30,44887,0.00785863439387469
"Taranaki",2021-09-30,51354,0.0124800378541432
"Tasman",2021-09-30,24545,0.0221972347159753
"Waikato",2021-09-30,208632,0.0191090269636576
"Wellington",2021-09-30,210560,0.0142191052367924
"West Coast",2021-09-30,17245,0.00671336835960301
"Auckland",2021-10-31,586056,0.0263030702092337
"Bay of Plenty",2021-10-31,133384,0.014689660943455
"Canterbury",2021-10-31,268309,0.0195350498540856
"Gisborne",2021-10-31,18760,0.00460533361893534
"Hawke's Bay",2021-10-31,68685,0.0143696833648392
"Manawatu-Whanganui",2021-10-31,105999,0.0116628649417334
"Marlborough",2021-10-31,23933,0.0102574926129169
"Nelson",2021-10-31,22179,0.0103407434402332
"Northland",2021-10-31,83299,0.0109101941747574
"Otago",2021-10-31,108487,0.0183321756434565
"Southland",2021-10-31,44903,0.00740358513001138
"Taranaki",2021-10-31,51418,0.0127634429781367
"Tasman",2021-10-31,24605,0.0226092016125681
"Waikato",2021-10-31,209021,0.0190777541587845
"Wellington",2021-10-31,210871,0.0142466175105456
"West Coast",2021-10-31,17258,0.00670827743102143
"Auckland",2021-11-30,587723,0.0272920020485607
"Bay of Plenty",2021-11-30,133538,0.0147572874555457
"Canterbury",2021-11-30,268844,0.0197351701745936
"Gisborne",2021-11-30,18772,0.00508646998982698
"Hawke's Bay",2021-11-30,68810,0.0148967551622419
"Manawatu-Whanganui",2021-11-30,106111,0.0114189852544488
"Marlborough",2021-11-30,23963,0.0102445193929173
"Nelson",2021-11-30,22199,0.0108373935613133
"Northland",2021-11-30,83406,0.0110308378588053
"Otago",2021-11-30,108631,0.0180593042435149
"Southland",2021-11-30,44934,0.00712748789671869
"Taranaki",2021-11-30,51484,0.0131654039161664
"Tasman",2021-11-30,24644,0.0225301854694826
"Waikato",2021-11-30,209385,0.0189695698511341
"Wellington",2021-11-30,211146,0.0138820196393845
"West Coast",2021-11-30,17272,0.00670280352042907
"Auckland",2021-12-31,589246,0.0278430934754852
"Bay of Plenty",2021-12-31,133833,0.0159336238176933
"Canterbury",2021-12-31,269293,0.0200608340246291
"Gisborne",2021-12-31,18780,0.00503050412073214
"Hawke's Bay",2021-12-31,68859,0.0148710390567428
"Manawatu-Whanganui",2021-12-31,106200,0.0117272718612162
"Marlborough",2021-12-31,23983,0.00976800976800973
"Nelson",2021-12-31,22221,0.0111025162670064
"Northland",2021-12-31,83535,0.0119689389075315
"Otago",2021-12-31,108780,0.0178245614035089
"Southland",2021-12-31,44979,0.00743610992899857
"Taranaki",2021-12-31,51550,0.0133674071161785
"Tasman",2021-12-31,24668,0.0219147437756329
"Waikato",2021-12-31,209712,0.0189790385119968
"Wellington",2021-12-31,211520,0.0141731075353368
"West Coast",2021-12-31,17280,0.00640652300524169
"Auckland",2022-01-31,590597,0.0285652086834611
"Bay of Plenty",2022-01-31,133986,0.0160075829383886
"Canterbury",2022-01-31,269675,0.0198813999046963
"Gisborne",2022-01-31,18789,0.00518938583351169
"Hawke's Bay",2022-01-31,68935,0.0147498270354613
"Manawatu-Whanganui",2022-01-31,106268,0.0115174475051876
"Marlborough",2022-01-31,23996,0.009465314879475
"Nelson",2022-01-31,22233,0.00916889837047807
"Northland",2022-01-31,83631,0.0126412147190236
"Otago",2022-01-31,108894,0.0176343603689477
"Southland",2022-01-31,45004,0.0074319484240688
"Taranaki",2022-01-31,51586,0.0130793401413982
"Tasman",2022-01-31,24696,0.0218470705064548
"Waikato",2022-01-31,209997,0.0192099553967937
"Wellington",2022-01-31,211745,0.0143084336887689
"West Coast",2022-01-31,17292,0.00646062510913215
"Auckland",2022-02-28,591724,0.0284145122746036
"Bay of Plenty",2022-02-28,134166,0.0158934480225945
"Canterbury",2022-02-28,270086,0.0198698003202127
"Gisborne",2022-02-28,18795,0.00534902380315594
"Hawke's Bay",2022-02-28,69058,0.0147529902724308
"Manawatu-Whanganui",2022-02-28,106417,0.0118185102782056
"Marlborough",2022-02-28,24020,0.00992263706693586
"Nelson",2022-02-28,22245,0.00866056044255004
"Northland",2022-02-28,83716,0.0125547303998645
"Otago",2022-02-28,109047,0.0172579456514641
"Southland",2022-02-28,45030,0.00740508736213341
"Taranaki",2022-02-28,51644,0.0126473068099375
"Tasman",2022-02-28,24728,0.021775959671088
"Waikato",2022-02-28,210375,0.0193821926105391
"Wellington",2022-02-28,211952,0.0137703098917603
"West Coast",2022-02-28,17309,0.00674693189088593
"Auckland",2022-03-31,593278,0.0290800033997498
"Bay of Plenty",2022-03-31,134399,0.0165723708096333
"Canterbury",2022-03-31,270706,0.0206000557981014
"Gisborne",2022-03-31,18804,0.00556149732620326
"Hawke's Bay",2022-03-31,69148,0.0154636904324841
"Manawatu-Whanganui",2022-03-31,106608,0.0127775191662787
"Marlborough",2022-03-31,24035,0.00957701516360743
"Nelson",2022-03-31,22266,0.00883512301209732
"Northland",2022-03-31,83878,0.0136804195973219
"Otago",2022-03-31,109225,0.0167937367926196
"Southland",2022-03-31,45075,0.00764536248407222
"Taranaki",2022-03-31,51753,0.0135325682503622
"Tasman",2022-03-31,24794,0.0238685166831847
"Waikato",2022-03-31,210835,0.0201134131354086
"Wellington",2022-03-31,212202,0.0140348362124578
"West Coast",2022-03-31,17323,0.00720972149543586
"Auckland",2022-04-30,594834,0.0302492859852193
"Bay of Plenty",2022-04-30,134675,0.0180285735883288
"Canterbury",2022-04-30,271288,0.0214195083565827
"Gisborne",2022-04-30,18822,0.00598610368786745
"Hawke's Bay",2022-04-30,69205,0.0153762636266268
"Manawatu-Whanganui",2022-04-30,106737,0.013300296195033
"Marlborough",2022-04-30,24053,0.00986648753043906
"Nelson",2022-04-30,22299,0.00973555515305202
"Northland",2022-04-30,84004,0.0145410628019325
"Otago",2022-04-30,109438,0.0174600223131276
"Southland",2022-04-30,45104,0.00797818848190945
"Taranaki",2022-04-30,51863,0.0153686518657739
"Tasman",2022-04-30,24835,0.0242926668316423
"Waikato",2022-04-30,211168,0.0205148775148243
"Wellington",2022-04-30,212479,0.0148832410693389
"West Coast",2022-04-30,17332,0.00738157512351068
"Auckland",2022-05-31,596471,0.0307458884804874
"Bay of Plenty",2022-05-31,134859,0.0180803841043604
"Canterbury",2022-05-31,271915,0.0214764949398567
"Gisborne",2022-05-31,18840,0.0063564980503179
"Hawke's Bay",2022-05-31,69274,0.0151524032825323
"Manawatu-Whanganui",2022-05-31,106853,0.0130262895931892
"Marlborough",2022-05-31,24069,0.00981749528005027
"Nelson",2022-05-31,22321,0.0104114797881489
"Northland",2022-05-31,84125,0.0148992640849319
"Otago",2022-05-31,109624,0.017505429839054
"Southland",2022-05-31,45135,0.00822034087609169
"Taranaki",2022-05-31,51929,0.0152694142488465
"Tasman",2022-05-31,24887,0.0250844385863744
"Waikato",2022-05-31,211676,0.0213410662330582
"Wellington",2022-05-31,212784,0.0148180296360594
"West Coast",2022-05-31,17355,0.00824957880671584
"Auckland",2022-06-30,598301,0.0314485250638297
"Bay of Plenty",2022-06-30,135089,0.0183560239419844
"Canterbury",2022-06-30,272489,0.0218631285649462
"Gisborne",2022-06-30,18851,0.00667521093666568
"Hawke's Bay",2022-06-30,69339,0.0148853956265917
"Manawatu-Whanganui",2022-06-30,107015,0.0128049819234919
"Marlborough",2022-06-30,24084,0.00934579439252325
"Nelson",2022-06-30,22359,0.0113991043560864
"Northland",2022-06-30,84268,0.0159993248212584
"Otago",2022-06-30,109825,0.0179443687493628
"Southland",2022-06-30,45183,0.00879680278639849
"Taranaki",2022-06-30,51998,0.0153479653206279
"Tasman",2022-06-30,24936,0.0244443531490079
"Waikato",2022-06-30,212113,0.0215470118811976
"Wellington",2022-06-30,213005,0.0147637513934809
"West Coast",2022-06-30,17373,0.00894360880422784
"Auckland",2022-07-31,599922,0.0315701507319941
"Bay of Plenty",2022-07-31,135272,0.0182387522676122
"Canterbury",2022-07-31,273126,0.0229131711409396
"Gisborne",2022-07-31,18872,0.00742006085517533
"Hawke's Bay",2022-07-31,69453,0.0150385829533497
"Manawatu-Whanganui",2022-07-31,107155,0.0132764701988635
"Marlborough",2022-07-31,24122,0.00988026459013658
"Nelson",2022-07-31,22384,0.0116147692863922
"Northland",2022-07-31,84417,0.016594612170185
"Otago",2022-07-31,110055,0.0183771479332648
"Southland",2022-07-31,45210,0.00840898445341609
"Taranaki",2022-07-31,52067,0.0158225378492274
"Tasman",2022-07-31,24986,0.0231777231777233
"Waikato",2022-07-31,212558,0.022110021157915
"Wellington",2022-07-31,213241,0.0150418172038405
"West Coast",2022-07-31,17397,0.00992685475444088
"Auckland",2022-08-31,601993,0.0327640484135221
"Bay of Plenty",2022-08-31,135486,0.0185691946833464
"Canterbury",2022-08-31,273755,0.0237697223998594
"Gisborne",2022-08-31,18879,0.0073097855084836
"Hawke's Bay",2022-08-31,69542,0.0151375811984527
"Manawatu-Whanganui",2022-08-31,107269,0.0134249111934095
"Marlborough",2022-08-31,24139,0.0101690659524607
"Nelson",2022-08-31,22393,0.0112902497403242
"Northland",2022-08-31,84524,0.0167689161554192
"Otago",2022-08-31,110211,0.0186330237071954
"Southland",2022-08-31,45251,0.00876097908957152
"Taranaki",2022-08-31,52138,0.0161966203442026
"Tasman",2022-08-31,25024,0.0227653574201987
"Waikato",2022-08-31,212977,0.0226250210068903
"Wellington",2022-08-31,213524,0.0151567016582992
"West Coast",2022-08-31,17407,0.009921095381759
"Auckland",2022-09-30,603614,0.0326007557860055
"Bay of Plenty",2022-09-30,135678,0.0186724328220376
"Canterbury",2022-09-30,274419,0.0247506450926283
"Gisborne",2022-09-30,18896,0.00794793833680063
"Hawke's Bay",2022-09-30,69715,0.0157798111668026
"Manawatu-Whanganui",2022-09-30,107406,0.0140103094730084
"Marlborough",2022-09-30,24169,0.0104941884772973
"Nelson",2022-09-30,22400,0.0106934981726301
"Northland",2022-09-30,84635,0.0169542439680861
"Otago",2022-09-30,110480,0.0200256668297771
"Southland",2022-09-30,45323,0.00971328001425809
"Taranaki",2022-09-30,52200,0.0164738871363477
"Tasman",2022-09-30,25067,0.0212670605011205
"Waikato",2022-09-30,213439,0.023040569040224
"Wellington",2022-09-30,213908,0.0159004559270517
"West Coast",2022-09-30,17430,0.0107277471730935
"Auckland",2022-10-31,605161,0.0325992737895355
"Bay of Plenty",2022-10-31,135940,0.0191627181670966
"Canterbury",2022-10-31,275045,0.0251053822272083
"Gisborne",2022-10-31,18912,0.00810234541577826
"Hawke's Bay",2022-10-31,69780,0.0159423454902816
"Manawatu-Whanganui",2022-10-31,107514,0.0142925876659215
"Marlborough",2022-10-31,24191,0.0107800944302845
"Nelson",2022-10-31,22432,0.0114071869786736
"Northland",2022-10-31,84763,0.0175752409992918
"Otago",2022-10-31,110659,0.0200208319890862
"Southland",2022-10-31,45352,0.00999933189319191
"Taranaki",2022-10-31,52276,0.0166867633902525
"Tasman",2022-10-31,25101,0.0201585043690307
"Waikato",2022-10-31,213817,0.02294506293626
"Wellington",2022-10-31,214239,0.0159718500884427
"West Coast",2022-10-31,17451,0.0111832193765211
"Auckland",2022-11-30,607257,0.0332367458819887
"Bay of Plenty",2022-11-30,136153,0.0195824409531369
"Canterbury",2022-11-30,275604,0.0251446935769442
"Gisborne",2022-11-30,18929,0.00836352013637343
"Hawke's Bay",2022-11-30,69835,0.0148960906844935
"Manawatu-Whanganui",2022-11-30,107651,0.0145131042022033
"Marlborough",2022-11-30,24206,0.0101406334766099
"Nelson",2022-11-30,22444,0.0110365331771702
"Northland",2022-11-30,84905,0.0179723281298707
"Otago",2022-11-30,110842,0.020353306146496
"Southland",2022-11-30,45399,0.0103485111496862
"Taranaki",2022-11-30,52339,0.0166071012353353
"Tasman",2022-11-30,25127,0.0195990910566466
"Waikato",2022-11-30,214283,0.0233923155908971
"Wellington",2022-11-30,214659,0.0166377767042709
"West Coast",2022-11-30,17472,0.0115794349235758
"Auckland",2022-12-31,608919,0.033386734912074
"Bay of Plenty",2022-12-31,136349,0.0187995486912795
"Canterbury",2022-12-31,276222,0.0257303383303689
"Gisborne",2022-12-31,18942,0.00862619808306708
"Hawke's Bay",2022-12-31,69929,0.0155389999854776
"Manawatu-Whanganui",2022-12-31,107751,0.0146045197740112
"Marlborough",2022-12-31,24216,0.00971521494391858
"Nelson",2022-12-31,22459,0.0107105890823995
"Northland",2022-12-31,85004,0.0175854432273896
"Otago",2022-12-31,111034,0.0207207207207207
"Southland",2022-12-31,45438,0.0102047622223704
"Taranaki",2022-12-31,52386,0.0162172647914647
"Tasman",2022-12-31,25170,0.0203502513377656
"Waikato",2022-12-31,214674,0.0236610208285648
"Wellington",2022-12-31,215055,0.0167123676248109
"West Coast",2022-12-31,17488,0.0120370370370371
"Auckland",2023-01-31,610071,0.0329734150359722
"Bay of Plenty",2023-01-31,136467,0.0185168599704446
"Canterbury",2023-01-31,276696,0.0260350421804023
"Gisborne",2023-01-31,18954,0.00878173399329385
"Hawke's Bay",2023-01-31,69986,0.0152462464640604
"Manawatu-Whanganui",2023-01-31,107817,0.0145763541235366
"Marlborough",2023-01-31,24222,0.00941823637272887
"Nelson",2023-01-31,22488,0.0114694373228983
"Northland",2023-01-31,85087,0.0174098121509967
"Otago",2023-01-31,111172,0.0209194262310137
"Southland",2023-01-31,45461,0.0101546529197405
"Taranaki",2023-01-31,52434,0.0164385686038848
"Tasman",2023-01-31,25196,0.0202461937155816
"Waikato",2023-01-31,214967,0.0236670047667347
"Wellington",2023-01-31,215216,0.0163923587333821
"West Coast",2023-01-31,17497,0.0118551931529032
