Quarter,Region,Mean earnings of full quarter jobs,Mean earnings of continuing jobs,Mean earnings of new hires,Mean earnings ratio (%),Median earnings of full quarters jobs,Median earnings of continuing jobs,Median earnings of new hires,Median earnings ratio (%),Total filled jobs,Worker accessions,Worker separations,Worker turnover rate (%),Jobs creation,Job destruction,Total earnings
,West Coast,12320,12670,9030,71.3,11170,11510,8620,74.9,13590,1570,1940,12.8,620,1000,166521600
,Canterbury,12790,13150,10410,79.2,11290,11600,9350,80.6,253140,36360,35840,14.3,15540,15020,3154275400
,Otago,11650,12080,8720,72.2,10400,10800,7800,72.2,91020,15070,13700,15.9,7130,5760,1023589200
,Southland,11520,11810,8990,76.1,10650,10930,8500,77.8,40730,5930,7350,16,2470,3900,459272900
1/06/2013,Northland,11710,12250,8760,71.5,10380,10900,7570,69.5,50090,8600,7970,16.6,4850,4230,562145900
,Auckland,14480,15200,10270,67.6,12190,12750,8820,69.2,636070,102190,83640,14.8,52470,33920,8943884800
,Waikato,12410,13040,8760,67.2,10990,11500,7940,69,156390,23960,22610,15,12020,10680,1871873000
,Bay of Plenty,11940,12530,8540,68.2,10500,11020,7520,68.2,108120,23580,16350,19.1,14720,7500,1210360800
,Gisborne,11110,11690,8750,74.9,9880,10410,7710,74.1,17500,3430,3650,20.1,1920,2130,183671100
,Hawke's Bay,11500,12100,8230,68,10400,10960,7800,71.2,64290,11310,12150,18.1,5060,5900,711462500
,Taranaki,13400,13920,10290,73.9,11310,11780,8410,71.4,46710,6540,6040,13.5,3270,2770,621592700
,Manawatu-Wanganui,11630,12140,8850,72.9,10380,10820,7800,72.1,89960,13030,12280,14.1,6530,5780,1008999500
,Wellington,14540,15280,10290,67.3,12230,12810,8770,68.5,229030,35460,29760,14.4,17660,11950,3287834900
,Tasman,10910,11490,8210,71.5,9890,10400,7680,73.9,17180,3910,3550,22,2110,1750,177598700
,Nelson,11780,12330,8590,69.7,10430,10870,7780,71.6,23760,3820,3160,14.9,1840,1180,271218800
,Marlborough,11650,12230,8930,73,10480,11040,8050,72.9,19350,3980,3760,20.1,2000,1780,217378400
,West Coast,12620,13130,9640,73.4,11320,11820,8380,70.9,13970,1800,2230,14.2,800,1230,174670000
,Canterbury,12590,13180,9790,74.3,11240,11720,8800,75.1,252630,40980,34510,15.1,20450,13980,3094640800
,Otago,11690,12410,8200,66.1,10440,11060,7190,65,89660,15340,15430,17.2,7860,7950,1011551900
,Southland,11640,12210,8220,67.3,10700,11190,7310,65.3,42140,5810,7250,15.2,3050,4480,486085500
1/03/2013,Northland,11540,11890,8990,75.6,10240,10530,7830,74.4,49460,7100,8360,15.5,3360,4620,546481500
,Auckland,14380,14820,11000,74.2,11980,12320,9120,74,617640,76860,89200,13.3,32620,44970,8609757100
,Waikato,12240,12640,9340,73.9,10770,11110,8430,75.9,154950,21590,25440,15,10010,13860,1816101700
,Bay of Plenty,11780,12120,9570,79,10310,10620,8070,76,100870,15060,18940,16.5,6810,10690,1150346600
,Gisborne,11040,11340,9050,79.8,9920,10170,8170,80.3,17710,3680,3510,20.4,2080,1920,182723200
,Hawke's Bay,11410,11860,9270,78.2,10260,10700,8470,79.2,65140,13560,11320,19.4,7880,5650,697965100
,Taranaki,13360,13640,11300,82.8,11190,11430,9100,79.6,46250,5680,6260,12.8,2680,3260,602765900
,Manawatu-Wanganui,11390,11710,8880,75.8,10230,10480,7940,75.8,89200,11920,13660,14.2,5670,7410,983438300
,Wellington,14760,15070,12830,85.1,12260,12510,10390,83.1,223350,29110,33070,13.8,12610,16560,3200262200
,Tasman,10720,11190,8230,73.6,9700,10160,7790,76.7,16820,3770,2950,20.5,2150,1320,167634800
,Nelson,11500,11760,9780,83.2,10230,10470,8500,81.2,23130,3450,3770,15.5,1590,1910,255288100
,Marlborough,11390,11720,9440,80.6,10210,10600,8150,76.9,19120,3480,3280,17.8,1670,1470,206084000
,West Coast,12440,12660,11310,89.3,11080,11480,9030,78.7,14400,2290,2400,16.2,1220,1330,175442800
,Canterbury,12440,12790,9930,77.6,10980,11260,8950,79.5,246120,35540,39490,15.1,16000,19950,2963750800
,Otago,11650,12040,9220,76.6,10380,10740,8190,76.3,89750,15090,14930,16.8,7180,7010,1003053700
,Southland,11760,11980,9760,81.5,10810,10870,9340,85.9,43580,7240,6740,16.1,3810,3310,498967300
1/12/2012,Northland,12170,12570,9280,73.8,10770,11180,8010,71.7,50550,7740,6140,14,4220,2620,582775200
,Auckland,15100,15570,11400,73.2,12710,13100,9600,73.3,631190,86980,77480,13.1,41130,31630,9120725700
,Waikato,13130,13550,9730,71.8,11540,11920,8640,72.5,158610,23360,19790,13.8,12190,8620,1984081800
